1,0,1,16065,4
1,1,1,15844,4
1,2,1,15546,4
1,3,1,17423,4
1,0,2,20370,5
1,1,2,18993,4
1,2,2,17443,4
1,3,2,16584,4
1,0,3,17524,4
1,1,3,16283,4
1,2,3,22090,4
1,3,3,23126,4
1,0,4,999999,999999
1,1,4,999999,999999
1,2,4,999999,999999
1,3,4,999999,999999
2,0,1,9999,2
2,1,1,13922,4
2,2,1,8381,2
2,3,1,27653,7
2,0,2,11902,4
2,1,2,16685,5
2,2,2,44815,11
2,3,2,15282,5
2,0,3,36181,11
2,1,3,33157,9
2,2,3,16657,5
2,3,3,48236,14
2,0,4,999999,999999
2,1,4,999999,999999
2,2,4,999999,999999
2,3,4,999999,999999
3,0,1,10448,3
3,1,1,28201,8
3,2,1,9773,4
3,3,1,17250,6
3,0,2,9155,4
3,1,2,6535,3
3,2,2,42116,8
3,3,2,13851,6
3,0,3,12064,5
3,1,3,12874,5
3,2,3,8626,4
3,3,3,11095,5
3,0,4,999999,999999
3,1,4,999999,999999
3,2,4,999999,999999
3,3,4,999999,999999
4,0,1,45417,9
4,1,1,14981,4
4,2,1,17287,4
4,3,1,56209,10
4,0,2,16733,4
4,1,2,20764,4
4,2,2,19791,4
4,3,2,15800,4
4,0,3,45273,8
4,1,3,17841,4
4,2,3,17791,4
4,3,3,999999,999999
4,0,4,999999,999999
4,1,4,999999,999999
4,2,4,999999,999999
4,3,4,999999,999999
5,0,1,8876,3
5,1,1,13817,4
5,2,1,8897,4
5,3,1,11747,4
5,0,2,11993,3
5,1,2,13028,6
5,2,2,9840,3
5,3,2,12384,4
5,0,3,18727,4
5,1,3,21476,5
5,2,3,13260,5
5,3,3,34410,4
5,0,4,999999,999999
5,1,4,999999,999999
5,2,4,999999,999999
5,3,4,999999,999999
6,0,1,56369,6
6,1,1,8176,2
6,2,1,6025,2
6,3,1,19019,4
6,0,2,5339,2
6,1,2,6122,2
6,2,2,5536,2
6,3,2,33775,5
6,0,3,7693,2
6,1,3,14369,3
6,2,3,6799,2
6,3,3,6906,2
6,0,4,999999,999999
6,1,4,999999,999999
6,2,4,999999,999999
6,3,4,999999,999999
7,0,1,37814,7
7,1,1,3886,2
7,2,1,7145,2
7,3,1,1187,1
7,0,2,6751,2
7,1,2,22161,4
7,2,2,30136,5
7,3,2,19664,4
7,0,3,47844,5
7,1,3,11773,4
7,2,3,28286,4
7,3,3,12993,4
7,0,4,999999,999999
7,1,4,999999,999999
7,2,4,999999,999999
7,3,4,999999,999999
8,0,1,26688,5
8,1,1,6557,2
8,2,1,7405,2
8,3,1,17984,3
