1,3.08588845577683,0,1,8.73843443911218
1,2.63506718680572,0,1,9.06346687127532
1,2.98271215479249,0,1,8.9720320579875
1,2.4009653343245,0,1,9.03722349709115
1,1.32542570998107,0,1,9.53964510410094
1,1.65105524341219,0,1,9.37923061021171
1,2.19120740931263,0,2,8.96554615668884
1,2.26219898666667,0,2,8.9456976984127
1,2.7467342228169,0,2,8.612515657277
1,1.34738305434472,0,2,9.38594540111199
1,1.3119377951567,0,2,9.27113898385565
1,2.92432134149007,0,2,8.34558290562914
1,1.36754294957529,0,3,9.23080030888031
1,2.80715499983169,0,3,8.52067165497897
1,3.16173165369935,0,3,8.56959338562092
1,1.29320231196721,0,3,9.3988972295082
1,2.9657806096373,0,3,8.46788059215396
1,2.72219615326176,0,3,8.44593546655656
1,2.27550079034433,0,3,8.88011781205165
1,1.07051420270658,0,1,9.65357026347306
1,2.20210857753702,0,1,8.96881784099766
1,2.86117301396472,0,2,8.63766549314174
1,2.72047311148936,0,2,8.5194893207856
1,1.96805481442155,0,3,9.0616019096672
1,1.70829828448795,0,3,9.19636016566265
1,1.9494527847808,1,1,9.09686333140544
1,1.26786479460841,1,1,9.54485501000667
1,1.51354913537998,1,1,9.41976901688782
1,1.20087248934127,1,1,9.52453128941836
1,1.1682127240113,1,1,9.49295265536723
1,1.28235286537061,1,1,9.55841479193758
1,1.11276350511524,1,2,9.5378377472119
1,0.944051610092809,1,2,9.44536549883991
1,1.00742613074788,1,2,9.40167361603701
1,1.37789066212867,1,2,9.06902660841938
1,1.36742000033493,1,2,9.44982316473
1,0.927968622212767,1,2,9.56311789361702
1,1.07440698131305,1,3,9.58146059247398
1,0.97169049441903,1,3,9.28612989021043
1,1.0028163949523,1,3,9.49388924544666
1,0.983178199826923,1,3,9.23182708653846
1,1.44738135308943,1,3,9.03587272357723
1,1.24049600089606,1,3,9.15595146057347
1,1.22790936592707,1,1,9.03766106283941
1,1.31489423281329,1,1,8.85902986543314
1,1.18900327348837,1,2,9.50245616631431
1,1.11003018419355,1,2,9.50302694789081
1,1.47923262358696,1,3,9.10445783385093
1,1.43135776164361,1,3,9.00159479251424
1,1.38073180133079,2,1,9.49275825095057
1,1.3234775330749,2,1,9.53286440699126
1,2.27939595544084,2,1,9.00571374919199
1,1.3800249305101,2,1,9.40957924351585
1,1.02265532525413,2,1,9.54767557221784
1,2.11458382490105,2,1,8.88867055510861
1,1.13026650006558,2,2,9.55826823770492
1,1.17645469318436,2,2,9.50168991620111
1,1.4249095820054,2,2,9.42702463875759
1,1.56668538750228,2,2,9.13595249317562
1,1.72908462021054,2,2,9.25036581871344
1,1.26448459758246,2,2,9.404470152856
1,1.61405986474917,2,3,9.36933195986622
1,2.98818679158393,2,3,8.88108361313868
1,2.78611946352448,2,3,8.42388714840714
1,2.14400507419268,2,3,8.75287327386262
1,2.93307194523653,2,3,8.19637533609957
1,2.5514434939934,2,3,8.37871623451693
1,1.59833690977116,2,1,9.27811836003051
1,0.99667836578761,2,1,9.53152017699115
1,2.23381793788543,2,2,8.68788577085089
1,2.6357793895828,2,2,8.86457582806573
1,3.07875740597898,2,3,8.03793390275953
1,1.41623556678681,2,3,9.28242170050761
1,0.0294514173155452,3,1,1.13498081206496
1,0.176922125421166,3,1,1.79254373650108
1,1.59000962125296,3,1,8.7972488179669
1,1.04954936878151,3,1,9.52066731792717
1,1.215349542,3,1,9.336842
1,2.32128703744789,3,1,8.95332438309859
1,1.03596814782346,3,1,9.63391514510278
1,1.04343145069231,3,1,9.58521523717948
1,2.3425285248801,3,2,8.82633276733636
1,1.4947730247133,3,2,9.35188103339634
1,1.64342960335606,3,2,9.27808402146465
1,1.52396818278531,3,2,9.05693641660016
1,1.74963131577929,3,2,9.01884040190735
1,1.75414598894772,3,2,9.1370732031767
1,1.82098918848935,3,3,9.07128732085216
1,1.44974913428571,3,3,9.08788922716628
1,1.44047852485714,3,3,9.27516537142857
1,2.342420445574,3,3,8.75822571230982
1,1.01962188932593,3,3,9.49821445678033
1,0.997350599839572,3,3,9.42486101604278
1,1.15326689887379,3,1,9.39590500970873
1,1.13910826827815,3,1,9.1914493129139
1,1.43726770123348,3,2,9.14075104992658
1,2.38112065241379,3,2,8.37780127873563
1,1.21916578609113,3,3,9.26908163069544
1,2.07116928014235,3,3,8.86570864126528
2,0.261309201885246,0,1,2.21621184426229
2,2.4814886153705,0,1,4.70745448835568
2,0.812268557869565,0,1,3.82876398913043
2,2.32613551730387,0,1,6.60530935911602
2,1.71020868180305,0,1,5.70664768377254
2,1.0722612279638,0,1,4.52832042232278
2,2.5123933580131,0,1,4.77941485058978
2,0.549102835249569,0,1,4.5120465232358
2,0.513790004741532,0,1,4.23870670231729
2,1.07441142776168,0,1,4.68268533011272
2,0.797365420115163,0,1,4.45119763915547
2,8.14844716916683,0,1,4.12365757975672
2,1.20506603181208,0,1,6.22264419463087
2,1.19119397176471,0,1,6.87173515966386
